rentalid,branchcity,date,rentedcars,availablecars,avgdailytemp,isweekend,marketingspend,customerrating,holidayflag,fuelprice,promotiontype
RID287,newyork,08-30-2023,50.0,297.0,7.7,yes,402.35,2.8,,1.11,Discouunt
RID288,Huston,25/01/2023,56.0,270.0,19.6,No,95.25,3.5,no,1.58,
RID289,Chcago,11-05-2023,179.0,267.0,22.0,Yes,333.85,2.9,No,1.18,
RID290,Chcago,02-26-2023,153.0,78.0,18.2,No,457.81,3.1,no,0.81,Discouunt
RID291,Ney York,2023-05-31,187.0,190.0,35.5,Y,189.36,4.6,N,1.16,loyalti
RID292,Chcago,01-11-2023,188.0,289.0,14.9,,478.44,4.9,Yes,1.18 USD,Discouunt
RID293,Houston,13/09/2023,8.0,231.0,0.4,,250.37,4.3,,1.55,loyalti
RID294,Houston,11-03-2023,120.0,270.0,7.7,No,339.25,4.9,,1.32,Discouunt
RID295,LA,2023-03-04,104.0,222.0,8.1,Yes,180.16,3.7,,1.84,
,newyork,10-21-2023,131.0,248.0,37.0,Yes,278.58,2.2,N,1.36,Discouunt
RID297,denver,01-27-2023,191.0,244.0,-1.3,yes,80.94,2.7,Yes,1.79,Loyalty
RID298,Houston,2023-06-14,144.0,207.0,2.9,yes,487.97,1.0,No,1.78 USD,
RID299,denver,10-24-2023,196.0,268.0,-2.7,TRUE,176.82,6.0,No,1.73,
RID300,NYC,06-15-2023,,127.0,20.6,TRUE,162.89,4.6,no,1.93 USD,Discount
RID301,Denver,07-01-2023,4.0,247.0,32.1,Y,419.27,2.8,,0.88 USD,Loyalty
RID302,Los Angeles,12-20-2023,182.0,166.0,hot,Yes,414.81,1.4,Yes,1.45 USD,
RID303,Los Angeles,2023-03-04,18.0,166.0,5.7,No,75.07,1.2,,1.13,Loyalty
RID304,LA,2023-07-30,16.0,72.0,10.6,TRUE,267.88,3.3,no,1.09,
RID305,LA,11-11-2023,102.0,223.0,26.8,Yes,159.87,4.7,No,0.96,
RID306,Huston,07-19-2023,34.0,207.0,38.5,TRUE,286.74,2.1,Yes,0.86,
RID307,LA,05-20-2023,107.0,189.0,30.1,No,403.85,1.0,N,1.4 USD,
RID308,Chcago,14/02/2023,125.0,119.0,15.7,Yes,$478.99,1.8,Yes,1.45,
RID309,NYC,2023-05-14,136.0,73.0,34.2,,186.48,2.4,N,"0,91",Discouunt
RID310,New York,20/08/2023,,229.0,2.9,Y,111.67,4.3,N,1.82 USD,loyalti
RID311,Houston,2023-09-25,96.0,177.0,16.3,Yes,450.05,3.5,No,1.08,Discount
RID312,denver,01-20-2023,177.0,88.0,34.0,,399.14,4.1,Yes,1.8,
RID313,denver,2023-08-27,17.0,271.0,8.3,Y,499.57,1.4,,1.43,None
RID314,LA,04-02-2023,44.0,143.0,-2.8,Yes,167.02,4.8,Yes,1.65,
RID315,LA,2023-05-05,38.0,113.0,24.4,Yes,150.35,6.0,N,0.91,Discouunt
RID316,Houston,2023-10-18,102.0,,11.3,,$256.7,2.7,N,1.57,loyalti
RID317,Huston,11-22-2023,130.0,238.0,26.5,No,204.37,6.0,no,0.97,Loyalty
RID318,Denver,08-23-2023,181.0,111.0,32.7,,297.76,1.4,No,1.71 USD,loyalti
RID319,newyork,01-31-2023,92.0,203.0,27.7,yes,230.52,2.6,no,0.93,Loyalty
RID320,Denver,2023-09-06,89.0,269.0,28.4,No,208.62,1.5,no,1.96,Loyalty
RID321,Huston,08/03/2023,57.0,299.0,31.4,TRUE,477.64,0.0,Yes,1.94,Discouunt
RID322,NYC,08-04-2023,44.0,251.0,17.5,yes,340.67,1.6,N,1.71,Discount
RID323,newyork,16/03/2023,102.0,248.0,36.2,No,96.56,4.6,no,1.34,loyalti
RID324,LA,2023-02-25,29.0,266.0,18.1,Y,253.57,4.4,No,1.08,
RID325,LA,07/03/2023,,,15.5,No,424.58,1.7,No,1.98,
RID326,denver,01-02-2023,122.0,189.0,4.8,yes,94.26,4.8,N,1.55,None
RID327,Huston,29/01/2023,152.0,206.0,8.5,No,454.17,4.9,N,0.86,Loyalty
RID328,Ney York,2023-04-22,195.0,101.0,17.6,Y,489.85,1.7,,1.13,Loyalty
RID329,denver,03-03-2023,67.0,93.0,hot,Y,114.63,3.9,N,1.17,Loyalty
RID330,NYC,08/11/2023,161.0,247.0,8.5,TRUE,436.52,2.6,no,1.66,None
RID331,LA,04-10-2023,45.0,271.0,28.1,No,123.13,4.4,no,"1,71",None
,Los Angeles,26/01/2023,,216.0,1.5,Y,492.02,1.7,no,0.88,Discouunt
RID333,LA,2023-06-10,96.0,79.0,26.6,Yes,108.8,0.0,N,1.51,Discouunt
RID334,New York,05/07/2023,149.0,189.0,19.4,yes,94.62,2.8,no,1.0,Loyalty
RID335,Chicago,2023-02-03,130.0,119.0,23.4,TRUE,187.9,4.9,No,1.97 USD,loyalti
RID336,denver,12/01/2023,129.0,73.0,28.0,,157.55,0.0,N,1.86,
RID337,Los Angeles,08-03-2023,30.0,244.0,28.4,,334.89,3.5,no,1.81,
RID338,NYC,28/01/2023,126.0,180.0,30.6,Y,432.56,6.0,No,0.98,
RID339,LA,2023-06-14,187.0,179.0,-4.4,Y,203.75,4.6,No,1.6,Loyalty
RID340,Denver,2023-06-18,0.0,189.0,-1.2,Y,313.22,1.1,,1.92,None
RID341,Chicago,08-04-2023,15.0,,38.3,yes,85.58,6.0,N,1.54,Discount
RID342,NYC,11-15-2023,168.0,195.0,21.7,TRUE,122.39,4.0,No,1.78,Loyalty
RID343,Los Angeles,2023-04-03,18.0,259.0,33.1,,199.98,3.3,Yes,1.38,Discount
RID344,Los Angeles,12-07-2023,143.0,176.0,26.0,,86.9,3.7,,1.02,
RID345,Denver,2023-05-17,60.0,152.0,20.4,No,73.53,1.8,N,1.67,Discouunt
RID346,Denver,09-30-2023,163.0,158.0,28.1,Yes,107.25,0.0,Yes,1.67,Discount
RID347,Huston,23/08/2023,30.0,271.0,1.8,,390.34,6.0,Yes,0.92,Discouunt
RID348,LA,31/03/2023,155.0,206.0,-999,,231.63,1.7,N,1.67,None
RID349,Huston,2023-06-20,47.0,,27.8,TRUE,252.53,3.3,,1.35,None
RID350,Denver,01-06-2023,66.0,115.0,21.7,yes,$486.55,4.2,N,0.96,Discount
RID351,Los Angeles,2023-10-17,23.0,106.0,hot,,452.3,2.1,No,1.38,Discount
RID352,LA,04-28-2023,199.0,274.0,1.9,yes,118.13,3.8,,0.93,Discouunt
RID353,Chicago,30/12/2023,,157.0,12.0,Yes,342.83,4.6,,1.45,Discount
RID354,Houston,2023-10-31,24.0,196.0,7.9,yes,$224.88,4.7,N,1.86,Loyalty
RID355,LA,15/09/2023,5.0,270.0,25.2,Yes,425.99,4.1,,1.82,
RID356,newyork,09-14-2023,32.0,66.0,38.5,No,225.25,2.3,Yes,1.22 USD,
RID357,denver,32/13/2024,175.0,98.0,-999,,213.29,4.4,N,1.67,Discount
RID358,LA,24/07/2023,84.0,164.0,19.6,TRUE,137.0,2.6,Yes,0.85,
RID359,Chcago,06/08/2023,55.0,181.0,24.9,No,335.94,4.3,,1.64,Loyalty
RID360,NYC,32/13/2024,54.0,139.0,15.6,,79.2,2.0,Yes,1.5,
RID361,LA,2023-10-03,100.0,161.0,18.7,Yes,$476.5,1.4,No,1.57,Loyalty
RID362,Chcago,03/03/2023,36.0,185.0,28.8,Yes,175.05,2.3,Yes,1.62,
RID363,denver,2023-05-25,119.0,230.0,28.7,Y,135.28,2.2,N,1.68,Discount
RID364,LA,04-26-2023,181.0,193.0,7.1,yes,473.58,3.1,N,1.46,
RID365,NYC,2023-02-15,7.0,88.0,40.0,Y,179.67,0.0,N,1.4,Discouunt
RID366,NYC,2023-07-31,43.0,108.0,31.5,yes,81.75,4.1,no,1.58,None
RID367,Huston,23/12/2023,103.0,68.0,11.2,Y,100.57,3.0,no,1.13 USD,Discouunt
RID368,Houston,07/11/2023,163.0,,5.0,TRUE,86.03,1.0,Yes,1.73,Discount
RID369,NYC,12-10-2023,139.0,270.0,33.0,TRUE,120.06,1.8,No,"0,88",
RID370,newyork,12/04/2023,193.0,,-1.6,Yes,449.72,3.4,Yes,1.96,Discouunt
RID371,newyork,2023-05-07,5.0,274.0,16.8,Y,61.65,6.0,No,1.14,Discount
RID372,denver,01-02-2023,132.0,198.0,12.4,Yes,$52.64,4.5,No,1.9,Discount
RID373,newyork,2023-10-02,78.0,199.0,16.2,yes,405.73,2.2,N,1.7,Discount
RID374,NYC,10-23-2023,56.0,234.0,0.3,No,471.46,4.5,No,0.84,None
RID375,NYC,2023-05-05,199.0,247.0,19.3,TRUE,413.52,3.2,No,0.97,Discouunt
RID376,Chicago,2023-06-01,30.0,237.0,5.2,No,90.72,2.1,No,1.87,Discouunt
RID377,Ney York,04-15-2023,103.0,120.0,1.1,,248.83,4.0,no,1.2,
RID378,Los Angeles,2023-12-19,35.0,144.0,22.3,No,69.55,0.0,no,1.42,loyalti
RID379,denver,12/10/2023,137.0,224.0,7.8,TRUE,211.49,0.0,no,0.8,
RID380,Chicago,05-09-2023,52.0,94.0,5.4,Y,435.66,1.4,N,1.15,Loyalty
RID381,LA,32/13/2024,191.0,238.0,-999,No,54.96,1.6,No,1.01,None
RID382,Chicago,2023-02-27,27.0,187.0,25.6,,233.55,3.2,No,0.8,Discouunt
RID383,denver,2023-07-10,124.0,119.0,38.8,Yes,284.05,2.1,Yes,1.77 USD,
RID384,Los Angeles,03/11/2023,169.0,59.0,11.0,TRUE,192.17,4.5,Yes,1.82,None
RID385,Houston,06/03/2023,132.0,272.0,3.5,Yes,310.91,2.5,,1.78,
RID386,Los Angeles,16/07/2023,144.0,179.0,5.6,No,369.4,3.1,No,1.06,None
RID387,Los Angeles,23/07/2023,71.0,102.0,37.1,No,97.74,2.2,no,1.66,None
RID388,Denver,08/06/2023,67.0,245.0,36.9,Y,58.73,3.5,Yes,1.56 USD,Loyalty
RID389,Huston,01-19-2023,169.0,62.0,8.8,No,242.38,2.3,No,1.37,None
RID390,Ney York,32/13/2024,73.0,,37.1,yes,267.28,3.0,,1.71,None
RID391,NYC,05/07/2023,157.0,,24.0,,153.94,4.4,N,1.97,
RID392,Houston,22/07/2023,3.0,96.0,34.0,No,445.03,3.6,,1.67,Discouunt
RID393,New York,2023-11-10,112.0,294.0,29.1,Yes,$291.96,1.3,Yes,0.98,
RID394,Chcago,07-28-2023,7.0,133.0,19.3,yes,480.19,2.6,N,1.16,
RID395,Huston,11-14-2023,14.0,279.0,33.2,Y,220.55,1.5,No,1.67,Loyalty
RID396,denver,05-13-2023,88.0,286.0,5.8,yes,467.83,3.7,no,1.55 USD,
RID397,Houston,04-23-2023,82.0,276.0,-0.4,TRUE,56.97,0.0,N,0.84,None
RID398,Los Angeles,28/07/2023,192.0,190.0,17.2,TRUE,222.57,3.7,No,1.5,None
RID399,Houston,17/08/2023,24.0,,37.0,Y,403.25,1.5,no,1.16,
RID400,LA,2023-05-24,13.0,138.0,18.4,No,108.96,1.1,,1.02,Discouunt
RID401,newyork,12-28-2023,67.0,162.0,-4.6,yes,257.03,1.1,Yes,1.14 USD,None
RID402,denver,2023-03-14,27.0,187.0,32.6,Y,$450.39,1.8,No,1.11 USD,Discouunt
RID403,LA,2023-09-23,38.0,116.0,3.6,Yes,$411.97,3.8,Yes,0.95,
RID404,NYC,08-10-2023,21.0,156.0,36.0,Yes,$393.78,4.7,No,1.68,
RID405,Denver,17/12/2023,120.0,55.0,-1.5,yes,157.67,4.3,no,1.18,Discouunt
RID406,Houston,26/01/2023,124.0,172.0,0.9,Yes,457.23,2.4,No,0.92,Loyalty
RID407,Chcago,2023-12-22,16.0,172.0,5.3,Y,220.97,3.4,Yes,1.41,Loyalty
RID408,LA,10-24-2023,14.0,105.0,34.4,Y,182.01,2.8,,1.93,None
RID409,New York,06/01/2023,99.0,66.0,36.1,No,109.2,4.6,no,0.93,
,Huston,12-15-2023,9.0,109.0,26.3,No,485.65,1.1,,1.79 USD,Discouunt
RID411,Ney York,07-26-2023,119.0,284.0,35.7,TRUE,$72.73,3.9,N,"1,03",
RID412,newyork,10-20-2023,113.0,171.0,-999,TRUE,243.58,2.2,N,1.53,Discouunt
RID413,Ney York,12-23-2023,157.0,226.0,32.9,Y,97.76,1.6,N,1.38,Discount
RID414,Chicago,2023-03-02,75.0,92.0,30.5,yes,286.97,2.5,no,0.85,loyalti
RID415,New York,2023-08-02,125.0,143.0,28.4,TRUE,94.04,3.2,Yes,0.9,Loyalty
RID416,denver,04/11/2023,158.0,231.0,17.0,TRUE,254.73,3.8,Yes,0.85,Loyalty
RID417,Huston,16/08/2023,80.0,107.0,7.1,,137.55,1.6,N,0.93,
RID418,LA,06/05/2023,56.0,207.0,21.5,yes,128.65,3.2,Yes,0.91,None
RID419,denver,32/13/2024,125.0,230.0,2.3,yes,$162.46,3.8,,1.24,loyalti
RID420,Huston,07-02-2023,166.0,253.0,8.7,yes,184.49,1.5,No,1.03,Discount
RID421,New York,20/03/2023,194.0,72.0,15.7,,60.37,1.8,N,0.95,None
RID422,denver,2023-08-07,175.0,200.0,32.5,yes,256.39,3.0,No,1.98,Discount
RID423,NYC,05/10/2023,184.0,146.0,32.6,,200.36,1.2,Yes,1.28,loyalti
,Houston,18/03/2023,113.0,260.0,13.2,Yes,482.64,4.2,no,1.2,None
RID425,Los Angeles,20/09/2023,112.0,229.0,38.7,,151.36,2.0,no,1.02,Loyalty
RID426,Chcago,06/08/2023,61.0,114.0,-2.5,Y,302.16,2.4,Yes,1.46,Discouunt
RID427,Houston,05-27-2023,149.0,134.0,10.8,Y,$136.34,3.4,no,0.86,Loyalty
RID428,NYC,2023-03-28,153.0,258.0,15.2,yes,287.86,3.9,Yes,1.66,None
RID429,Chicago,01/02/2023,187.0,261.0,26.8,yes,150.7,3.0,no,1.25,Loyalty
RID430,Huston,10-28-2023,145.0,253.0,32.8,Y,102.9,6.0,No,2.0,Loyalty
RID431,Chcago,04-05-2023,145.0,129.0,31.3,No,449.69,6.0,Yes,1.57 USD,loyalti
RID432,Ney York,2023-12-13,71.0,52.0,18.1,yes,248.2,4.0,,1.19,
RID433,Los Angeles,2023-04-04,188.0,266.0,-2.9,TRUE,390.18,1.5,Yes,1.73 USD,Discouunt
RID434,Ney York,2023-06-20,58.0,166.0,16.5,,329.66,3.0,No,1.57,None
RID435,NYC,2023-03-18,46.0,169.0,37.0,No,170.1,1.7,N,1.69,Discount
RID436,Denver,12/11/2023,192.0,272.0,21.7,Y,236.49,2.4,no,1.7,Discount
RID437,newyork,12-05-2023,,,11.5,,82.57,1.9,no,1.98,loyalti
,Houston,01-22-2023,193.0,124.0,15.8,yes,481.82,2.4,no,1.42,Loyalty
RID439,Ney York,10-27-2023,119.0,243.0,28.4,,121.23,1.5,,1.7,
RID440,Denver,32/13/2024,175.0,237.0,39.2,No,428.18,2.4,N,1.16,Loyalty
RID441,LA,04-11-2023,162.0,,hot,TRUE,475.14,0.0,no,1.5,
RID442,NYC,03/01/2023,27.0,157.0,7.1,Y,351.74,2.5,,1.41,Discount
RID443,Chcago,11-12-2023,55.0,179.0,35.8,Y,221.52,3.9,Yes,1.93,Discouunt
RID444,Houston,06-09-2023,131.0,224.0,22.3,,441.09,2.8,N,1.78,
RID445,New York,32/13/2024,41.0,89.0,1.1,No,347.65,0.0,No,1.49,loyalti
RID446,Huston,05-26-2023,134.0,184.0,35.1,yes,344.2,6.0,no,0.86,Loyalty
RID447,Chicago,31/01/2023,162.0,160.0,20.7,No,83.84,2.9,Yes,1.28,loyalti
RID448,Houston,12-05-2023,76.0,142.0,30.8,Y,446.29,6.0,Yes,0.8,Loyalty
RID449,Ney York,08-23-2023,101.0,,9.2,No,97.61,1.4,no,"1,19",Loyalty
RID450,Huston,01-19-2023,28.0,73.0,23.8,Yes,221.63,3.5,Yes,1.13,None
RID451,Huston,2023-02-07,193.0,,34.5,TRUE,260.81,0.0,no,1.3,loyalti
RID452,Huston,32/13/2024,121.0,170.0,-4.2,,326.97,2.8,,1.19,Discouunt
RID453,Chcago,05/04/2023,148.0,218.0,23.2,yes,367.39,2.2,N,0.92,
RID454,NYC,2023-01-02,154.0,290.0,5.0,yes,262.95,2.8,no,1.81,Discount
RID455,New York,2023-06-11,60.0,188.0,23.9,Y,$407.47,2.1,,1.97,Discouunt
RID456,Los Angeles,09-28-2023,32.0,84.0,27.0,yes,367.65,3.6,,1.02,Discouunt
RID457,NYC,2023-11-20,125.0,,16.7,No,306.8,2.7,Yes,1.8,Discount
RID458,Chicago,09-28-2023,184.0,58.0,35.2,Y,237.1,1.9,,1.08,Discouunt
RID459,Ney York,2023-09-16,124.0,101.0,39.5,,410.53,1.8,Yes,1.72,Discouunt
RID460,Huston,20/04/2023,18.0,196.0,18.8,yes,103.07,6.0,no,0.95,
RID461,Los Angeles,2023-07-23,4.0,135.0,12.8,No,179.55,3.8,N,1.94 USD,loyalti
RID462,New York,06/07/2023,88.0,181.0,37.4,TRUE,370.4,2.6,,0.95,Loyalty
RID463,denver,32/13/2024,94.0,236.0,24.3,Yes,346.71,4.9,,0.87,Discouunt
,denver,03/04/2023,55.0,66.0,18.4,,227.75,1.8,N,1.61,loyalti
RID465,Chicago,04/02/2023,164.0,159.0,37.6,TRUE,414.87,4.7,Yes,1.24,Discount
RID466,denver,25/10/2023,181.0,64.0,19.8,yes,315.2,1.8,no,1.51 USD,
RID467,NYC,2023-02-28,189.0,130.0,24.7,Y,357.95,6.0,Yes,1.27,Discouunt
RID468,Chicago,01/09/2023,191.0,217.0,9.7,yes,264.21,1.1,,1.53,Discouunt
RID469,Huston,02/05/2023,198.0,149.0,17.9,yes,61.9,4.9,N,1.51,Loyalty
,Huston,13/01/2023,84.0,141.0,18.4,,480.26,6.0,Yes,1.38,Discouunt
RID471,denver,09-14-2023,37.0,164.0,-999,,322.3,2.2,no,1.83,Discouunt
RID472,NYC,2023-03-13,164.0,129.0,20.1,yes,129.7,1.5,No,1.14,None
RID473,Huston,08-06-2023,171.0,267.0,28.9,TRUE,260.54,6.0,no,1.82,loyalti
RID474,Chicago,23/08/2023,156.0,241.0,hot,Yes,331.78,3.6,No,1.34 USD,
RID475,LA,10-13-2023,98.0,188.0,20.9,Yes,126.8,4.4,N,1.97,None
RID476,Chcago,15/05/2023,23.0,58.0,21.0,,413.24,2.3,No,1.23,
RID477,NYC,01-18-2023,37.0,93.0,15.3,No,398.93,4.0,N,"1,1",
RID478,Chicago,06-17-2023,9999.0,254.0,21.4,,482.67,6.0,N,1.57,None
RID479,newyork,2023-04-15,188.0,191.0,0.3,No,101.75,2.8,Yes,1.57,
RID480,New York,08-03-2023,39.0,236.0,-0.5,Yes,$483.82,1.1,No,1.89,
RID481,Huston,10-30-2023,44.0,64.0,-3.4,Y,58.12,1.3,N,1.93,None
RID482,New York,10/12/2023,134.0,100.0,7.6,No,$380.0,3.4,No,1.02,Discouunt
RID483,newyork,03-10-2023,124.0,197.0,2.3,Yes,347.61,3.0,Yes,1.27,
RID484,Denver,12/02/2023,184.0,191.0,16.2,,353.39,3.6,No,1.76,
RID485,LA,23/05/2023,106.0,63.0,20.3,TRUE,165.65,2.7,,1.75,
RID486,denver,05-13-2023,79.0,51.0,40.0,TRUE,346.7,1.9,N,0.93 USD,Discount
RID487,newyork,07/11/2023,104.0,52.0,-4.6,TRUE,383.14,3.1,No,1.59,Discount
RID488,New York,09-23-2023,63.0,233.0,34.5,yes,496.92,1.9,Yes,0.92 USD,
RID489,LA,01/03/2023,184.0,109.0,7.5,TRUE,359.04,6.0,no,1.29,Loyalty
RID490,New York,23/05/2023,89.0,150.0,19.9,No,467.24,2.6,No,1.95,loyalti
RID491,Ney York,05-12-2023,118.0,243.0,13.5,Yes,299.38,3.8,no,1.77,Loyalty
RID492,Denver,32/13/2024,54.0,205.0,12.9,Yes,494.25,2.6,Yes,1.58,loyalti
RID493,denver,19/06/2023,139.0,135.0,38.3,,308.03,4.3,,1.12,Loyalty
RID494,Chicago,10/08/2023,100.0,299.0,28.4,Yes,64.23,4.6,,1.64,Discount
RID495,newyork,03/11/2023,151.0,62.0,31.3,TRUE,176.76,2.8,,1.15,Discount
RID496,denver,03-02-2023,63.0,118.0,-0.5,No,163.14,4.8,No,1.19,Discount
,NYC,21/01/2023,158.0,199.0,-3.8,,458.43,6.0,no,1.44,
RID498,Huston,23/06/2023,171.0,165.0,24.6,No,273.12,1.4,N,0.87,None
RID499,Denver,32/13/2024,110.0,270.0,6.6,yes,358.99,0.0,Yes,0.95,Discount
RID500,denver,2023-03-19,32.0,213.0,15.7,Y,185.67,3.8,N,1.26,
RID501,Houston,11-28-2023,165.0,152.0,8.2,yes,208.54,6.0,no,0.9,
RID502,Los Angeles,11/09/2023,148.0,,26.0,No,$146.42,3.3,,1.78,Discount
,Los Angeles,2023-01-14,71.0,136.0,27.2,,462.56,1.6,No,1.0,loyalti
RID504,newyork,2023-04-07,,183.0,9.0,No,424.3,6.0,N,0.97,None
RID505,Los Angeles,07/11/2023,129.0,133.0,18.9,yes,100.21,0.0,,1.77 USD,
RID506,LA,03/12/2023,11.0,289.0,32.8,Yes,$374.67,3.4,No,0.93,Loyalty
RID507,LA,10-21-2023,179.0,153.0,29.0,Y,191.47,2.1,,1.98,Loyalty
RID508,Chcago,32/13/2024,6.0,275.0,33.3,Y,169.07,6.0,Yes,1.47,Discouunt
RID509,Ney York,2023-06-15,86.0,114.0,6.9,Y,340.43,2.5,no,1.73,
RID510,Los Angeles,03-19-2023,95.0,178.0,25.6,Y,93.46,4.2,N,0.86 USD,
RID511,Chicago,01/05/2023,69.0,69.0,0.3,yes,256.23,4.7,,1.54,Discouunt
RID512,denver,2023-02-20,67.0,106.0,31.4,Y,68.67,0.0,,1.42,Discount
RID513,Ney York,01-10-2023,157.0,243.0,24.9,Y,244.56,4.7,,1.81,Discount
RID514,NYC,2023-12-18,61.0,192.0,29.9,Yes,258.95,6.0,N,0.96,None
RID515,Chicago,2023-12-08,151.0,,37.0,,407.61,2.8,N,"1,82",Loyalty
RID516,newyork,04/05/2023,53.0,262.0,8.0,Y,220.19,4.2,No,0.96,
RID517,Denver,10/03/2023,59.0,152.0,-3.1,TRUE,230.96,3.2,no,1.31,
RID518,Los Angeles,24/09/2023,186.0,258.0,28.6,Y,399.47,3.6,no,1.54,
RID519,Houston,01-21-2023,130.0,278.0,19.5,,110.65,1.7,No,1.53,Discount
RID520,denver,2023-10-02,16.0,258.0,10.7,Y,$247.3,4.1,Yes,1.46,Discount
,newyork,03/01/2023,158.0,233.0,-999,yes,479.26,6.0,No,1.92,None
RID522,Chcago,05-20-2023,175.0,144.0,0.7,yes,231.96,3.8,N,1.09,loyalti
,Los Angeles,15/10/2023,23.0,231.0,-0.8,Y,169.87,4.7,Yes,1.26,Loyalty
RID524,LA,05/06/2023,194.0,183.0,10.2,Yes,56.66,3.1,N,1.34,Discount
RID525,Los Angeles,32/13/2024,123.0,206.0,9.7,No,398.69,2.8,No,"1,56",Discouunt
RID526,Los Angeles,05-13-2023,13.0,184.0,12.1,No,180.63,1.1,no,1.93,
RID527,LA,2023-02-05,3.0,277.0,38.6,,250.16,6.0,no,1.45 USD,Loyalty
RID528,Chcago,08/06/2023,71.0,177.0,27.9,yes,169.19,3.8,no,0.92,Discount
RID529,Denver,27/01/2023,90.0,131.0,-1.7,Yes,130.21,2.4,,1.44,Discouunt
RID530,Houston,2023-04-27,69.0,270.0,16.2,TRUE,321.89,2.3,no,1.47,
RID531,Chcago,02-22-2023,187.0,299.0,18.4,TRUE,137.3,3.0,No,1.75,Discount
RID532,denver,14/04/2023,7.0,228.0,-999,yes,185.3,2.5,N,1.89,None
RID533,denver,06-30-2023,94.0,263.0,29.4,Yes,286.93,0.0,,1.17 USD,loyalti
RID534,Chcago,22/12/2023,88.0,98.0,16.1,Y,168.98,3.1,,1.5,Discouunt
RID535,Chcago,02-28-2023,57.0,237.0,26.6,Yes,183.36,6.0,N,1.66,Loyalty
RID536,Chcago,2023-10-06,12.0,203.0,1.8,TRUE,177.36,2.4,,1.79,Discouunt
RID537,Los Angeles,2023-02-05,67.0,79.0,35.9,TRUE,259.27,4.5,Yes,1.78,None
RID538,Los Angeles,28/10/2023,194.0,254.0,-999,Y,244.67,3.6,no,1.0,loyalti
RID539,Los Angeles,12-24-2023,38.0,131.0,39.1,TRUE,$130.75,1.2,no,1.95,
RID540,NYC,25/03/2023,47.0,165.0,22.5,yes,83.64,4.6,,1.94 USD,None
RID541,Denver,06-06-2023,175.0,127.0,-3.5,Y,205.68,2.9,Yes,0.97 USD,
RID542,Denver,23/10/2023,64.0,79.0,6.2,Y,278.21,4.5,no,1.1,loyalti
,Houston,22/12/2023,186.0,104.0,-2.7,TRUE,373.07,1.2,Yes,1.46,Discouunt
RID544,Huston,2023-03-01,67.0,123.0,5.1,,118.98,1.3,,1.89,Loyalty
RID545,Chicago,02/03/2023,78.0,171.0,33.7,No,252.27,4.4,Yes,1.0,Loyalty
RID546,NYC,2023-04-25,12.0,68.0,34.2,yes,121.21,1.4,Yes,"1,04",None
RID547,New York,27/06/2023,87.0,221.0,2.3,Yes,494.23,3.1,No,1.37,Discount
RID548,Huston,09/09/2023,194.0,123.0,11.2,Yes,75.32,3.3,N,1.42,loyalti
RID549,Chcago,2023-08-16,174.0,197.0,hot,Yes,190.86,3.2,No,1.16,Discount
RID550,Huston,01-14-2023,174.0,52.0,18.5,No,143.04,3.0,No,1.4,None
RID551,New York,06-01-2023,17.0,177.0,16.6,Yes,172.34,3.9,no,1.66,loyalti
RID552,Chcago,2023-03-29,25.0,61.0,32.9,No,242.85,3.0,Yes,1.72,Discount
RID553,Chcago,02/09/2023,41.0,,37.0,No,271.34,1.9,N,1.99,None
RID554,Huston,2023-05-20,142.0,,29.0,,420.19,1.7,no,"1,42",Discouunt
RID555,Denver,12-22-2023,171.0,170.0,29.6,yes,$275.96,0.0,Yes,1.12,Discouunt
RID556,Huston,2023-09-06,163.0,201.0,25.4,No,382.46,4.9,N,1.79,Discouunt
RID557,Chcago,08-03-2023,152.0,277.0,27.5,Yes,497.5,4.5,Yes,1.24 USD,None
RID558,Houston,11/10/2023,105.0,62.0,6.0,TRUE,436.54,2.2,No,1.29,loyalti
RID559,Ney York,08-08-2023,85.0,95.0,16.7,yes,199.43,4.4,Yes,"1,77",Loyalty
RID560,Denver,32/13/2024,140.0,67.0,21.1,yes,273.34,4.1,Yes,1.79,None
RID561,newyork,28/06/2023,30.0,136.0,4.0,Y,386.72,4.9,N,1.83,None
RID562,New York,03-17-2023,184.0,,2.6,Y,$458.69,3.4,N,"0,95",Discount
RID563,Los Angeles,06-09-2023,112.0,235.0,21.1,TRUE,399.38,3.3,no,1.94,
RID564,Los Angeles,03-21-2023,44.0,,24.8,Yes,198.9,3.0,N,1.61,Discouunt
RID565,denver,31/07/2023,188.0,260.0,20.7,TRUE,271.31,3.9,No,0.96 USD,Discouunt
RID566,Chcago,01-15-2023,164.0,211.0,37.8,,321.5,4.6,No,"1,19",Loyalty
RID567,Denver,2023-05-01,144.0,173.0,1.6,TRUE,162.61,4.0,,1.7,Loyalty
RID568,New York,03-24-2023,47.0,258.0,-999,yes,53.13,1.4,,"0,83",None
RID569,newyork,12-27-2023,149.0,204.0,35.3,Yes,452.14,3.3,Yes,0.97,
RID570,Huston,06/07/2023,9999.0,53.0,34.8,Y,280.41,2.4,Yes,1.9,Discount
RID571,Chcago,11-02-2023,172.0,62.0,35.5,TRUE,$136.48,2.3,no,1.56,Loyalty
RID572,Ney York,2023-12-02,23.0,,22.8,,342.61,2.4,,1.96,
RID573,Houston,12-03-2023,22.0,106.0,16.7,TRUE,353.84,2.8,no,0.83,Loyalty
RID574,New York,13/09/2023,,51.0,35.1,Yes,419.51,4.4,no,1.99,Loyalty
